+2.41421e+00	 +2.41421e+00
+2.38922e+00	 +2.43362e+00
+2.35875e+00	 +2.44737e+00
+2.32291e+00	 +2.45541e+00
+2.28186e+00	 +2.45771e+00
+2.23574e+00	 +2.45425e+00
+2.18475e+00	 +2.44505e+00
+2.12908e+00	 +2.43015e+00
+2.06896e+00	 +2.40961e+00
+2.00462e+00	 +2.38350e+00
+1.93631e+00	 +2.35194e+00
+1.86431e+00	 +2.31503e+00
+1.78889e+00	 +2.27294e+00
+1.71037e+00	 +2.22583e+00
+1.62904e+00	 +2.17387e+00
+1.54522e+00	 +2.11728e+00
+1.45926e+00	 +2.05629e+00
+1.37148e+00	 +1.99112e+00
+1.28224e+00	 +1.92205e+00
+1.19188e+00	 +1.84933e+00
+1.10077e+00	 +1.77327e+00
+1.00925e+00	 +1.69415e+00
+9.17706e-01	 +1.61229e+00
+8.26482e-01	 +1.52801e+00
+7.35943e-01	 +1.44165e+00
+6.46447e-01	 +1.35355e+00
+5.58345e-01	 +1.26406e+00
+4.71987e-01	 +1.17352e+00
+3.87712e-01	 +1.08229e+00
+3.05854e-01	 +9.90745e-01
+2.26735e-01	 +8.99233e-01
+1.50668e-01	 +8.08119e-01
+7.79525e-02	 +7.17762e-01
+8.87622e-03	 +6.28519e-01
-5.62885e-02	 +5.40741e-01
-1.17285e-01	 +4.54777e-01
-1.73871e-01	 +3.70964e-01
-2.25825e-01	 +2.89634e-01
-2.72941e-01	 +2.11107e-01
-3.15034e-01	 +1.35693e-01
-3.51936e-01	 +6.36907e-02
-3.83503e-01	 -4.61662e-03
-4.09610e-01	 -6.89591e-02
-4.30154e-01	 -1.29083e-01
-4.45054e-01	 -1.84751e-01
-4.54251e-01	 -2.35743e-01
-4.57709e-01	 -2.81858e-01
-4.55413e-01	 -3.22915e-01
-4.47374e-01	 -3.58750e-01
-4.33623e-01	 -3.89223e-01
-4.14214e-01	 -4.14214e-01
-3.89223e-01	 -4.33623e-01
-3.58750e-01	 -4.47374e-01
-3.22915e-01	 -4.55413e-01
-2.81858e-01	 -4.57709e-01
-2.35743e-01	 -4.54251e-01
-1.84751e-01	 -4.45054e-01
-1.29083e-01	 -4.30154e-01
-6.89591e-02	 -4.09610e-01
-4.61662e-03	 -3.83503e-01
+6.36907e-02	 -3.51936e-01
+1.35693e-01	 -3.15034e-01
+2.11107e-01	 -2.72941e-01
+2.89634e-01	 -2.25825e-01
+3.70964e-01	 -1.73871e-01
+4.54777e-01	 -1.17285e-01
+5.40741e-01	 -5.62885e-02
+6.28519e-01	 +8.87622e-03
+7.17762e-01	 +7.79525e-02
+8.08119e-01	 +1.50668e-01
+8.99233e-01	 +2.26735e-01
+9.90745e-01	 +3.05854e-01
+1.08229e+00	 +3.87712e-01
+1.17352e+00	 +4.71987e-01
+1.26406e+00	 +5.58345e-01
+1.35355e+00	 +6.46447e-01
+1.44165e+00	 +7.35943e-01
+1.52801e+00	 +8.26482e-01
+1.61229e+00	 +9.17706e-01
+1.69415e+00	 +1.00925e+00
+1.77327e+00	 +1.10077e+00
+1.84933e+00	 +1.19188e+00
+1.92205e+00	 +1.28224e+00
+1.99112e+00	 +1.37148e+00
+2.05629e+00	 +1.45926e+00
+2.11728e+00	 +1.54522e+00
+2.17387e+00	 +1.62904e+00
+2.22583e+00	 +1.71037e+00
+2.27294e+00	 +1.78889e+00
+2.31503e+00	 +1.86431e+00
+2.35194e+00	 +1.93631e+00
+2.38350e+00	 +2.00462e+00
+2.40961e+00	 +2.06896e+00
+2.43015e+00	 +2.12908e+00
+2.44505e+00	 +2.18475e+00
+2.45425e+00	 +2.23574e+00
+2.45771e+00	 +2.28186e+00
+2.45541e+00	 +2.32291e+00
+2.44737e+00	 +2.35875e+00
+2.43362e+00	 +2.38922e+00
+2.41421e+00	 +2.41421e+00
